,Method,beta_factor,field_gradient,mean_mag,init
0,block_mf,1.920141938638801,1.0,0.01302828868985321,rand
0,block_mf,1.920141938638801,1.0,0.013029423146103883,rand
0,block_mf,1.920141938638801,1.0,0.012854646655640874,rand
0,block_mf,1.920141938638801,1.0,0.013020519499686745,rand
0,block_mf,1.920141938638801,1.0,0.013029742063259549,rand
0,block_mf,1.920141938638801,1.0,0.013025263576858112,rand
0,block_mf,1.920141938638801,1.0,0.013031202341767743,rand
0,block_mf,1.920141938638801,1.0,0.013029426895986393,rand
0,block_mf,1.920141938638801,1.0,0.01302911983065224,rand
0,block_mf,1.920141938638801,1.0,0.013028869224996086,rand
0,block_mf,1.920141938638801,1.0,0.01302861184583523,rand
0,block_mf,1.920141938638801,1.0,0.013029287218960761,rand
0,block_mf,1.920141938638801,1.0,0.013029115890903454,rand
0,block_mf,1.920141938638801,1.0,0.013028722742212354,rand
0,block_mf,1.920141938638801,1.0,0.013027211415391525,rand
0,block_mf,1.920141938638801,1.0,0.013031641095155075,rand
0,block_mf,1.920141938638801,1.0,0.013020826685412585,rand
0,block_mf,1.920141938638801,1.0,0.01301767345387169,rand
0,block_mf,1.920141938638801,1.0,0.013028970258020987,rand
0,block_mf,1.920141938638801,1.0,0.01302822274617846,rand
0,block_mf,1.920141938638801,1.0,0.013020763204236412,rand
0,block_mf,1.920141938638801,1.0,0.013021430828663137,rand
0,block_mf,1.920141938638801,1.0,0.013019248565886921,rand
0,block_mf,1.920141938638801,1.0,0.01301757105651101,rand
0,block_mf,1.920141938638801,1.0,0.013020360538490762,rand
0,block_mf,1.920141938638801,1.0,0.013020544170207858,rand
0,block_mf,1.920141938638801,1.0,0.013031382029665028,rand
0,block_mf,1.920141938638801,1.0,0.013020417762364655,rand
0,block_mf,1.920141938638801,1.0,0.013029399452278153,rand
0,block_mf,1.920141938638801,1.0,0.01303095206890978,rand
0,block_mf,1.920141938638801,1.0,0.013036034610017757,rand
0,block_mf,1.920141938638801,1.0,0.01302013397660793,rand
0,block_mf,1.920141938638801,1.0,0.013019242657701794,rand
0,block_mf,1.920141938638801,1.0,0.013018069293901308,rand
0,block_mf,1.920141938638801,1.0,0.013032030818006964,rand
0,block_mf,1.920141938638801,1.0,0.013031480146078066,rand
0,block_mf,1.920141938638801,1.0,0.01302061412727295,rand
0,block_mf,1.920141938638801,1.0,0.013018159170334272,rand
0,block_mf,1.920141938638801,1.0,0.013020666526336034,rand
0,block_mf,1.920141938638801,1.0,0.013030668089389167,rand
0,block_mf,1.920141938638801,1.0,0.01301851675190561,rand
0,block_mf,1.920141938638801,1.0,0.013028835543338616,rand
0,block_mf,1.920141938638801,1.0,0.013020013183013246,rand
0,block_mf,1.920141938638801,1.0,0.013017555397890287,rand
0,block_mf,1.920141938638801,1.0,0.013028560738160685,rand
0,block_mf,1.920141938638801,1.0,0.013030209491287309,rand
0,block_mf,1.920141938638801,1.0,0.013019225747637751,rand
0,block_mf,1.920141938638801,1.0,0.013028782760936006,rand
0,block_mf,1.920141938638801,1.0,0.013030842026797359,rand
0,block_mf,1.920141938638801,1.0,0.013018290458918565,rand
0,block_mf,1.920141938638801,1.0,0.013020039955144953,rand
0,block_mf,1.920141938638801,1.0,0.013020361515268551,rand
0,block_mf,1.920141938638801,1.0,0.013028439382229811,rand
0,block_mf,1.920141938638801,1.0,0.013018768460080293,rand
0,block_mf,1.920141938638801,1.0,0.013017599655721603,rand
0,block_mf,1.920141938638801,1.0,0.013029246187214278,rand
0,block_mf,1.920141938638801,1.0,0.013030372021752128,rand
0,block_mf,1.920141938638801,1.0,0.013031805632423803,rand
0,block_mf,1.920141938638801,1.0,0.013028618342881604,rand
0,block_mf,1.920141938638801,1.0,0.013018329247792329,rand
0,block_mf,1.920141938638801,1.0,0.013018699392035586,rand
0,block_mf,1.920141938638801,1.0,0.013021166338601132,rand
0,block_mf,1.920141938638801,1.0,0.013017443737352826,rand
0,block_mf,1.920141938638801,1.0,0.013029572033690503,rand
0,block_mf,1.920141938638801,1.0,0.013028031197426446,rand
0,block_mf,1.920141938638801,1.0,0.013019801610985763,rand
0,block_mf,1.920141938638801,1.0,0.013020158419211473,rand
0,block_mf,1.920141938638801,1.0,0.013029382928528973,rand
0,block_mf,1.920141938638801,1.0,0.01303103418586336,rand
0,block_mf,1.920141938638801,1.0,0.013031222059685113,rand
0,block_mf,1.920141938638801,1.0,0.01303088563273501,rand
0,block_mf,1.920141938638801,1.0,0.013028791758889983,rand
0,block_mf,1.920141938638801,1.0,0.013020076503272313,rand
0,block_mf,1.920141938638801,1.0,0.01303095888664092,rand
0,block_mf,1.920141938638801,1.0,0.013030062867114885,rand
0,block_mf,1.920141938638801,1.0,0.01302081783174324,rand
0,block_mf,1.920141938638801,1.0,0.013030488027002352,rand
0,block_mf,1.920141938638801,1.0,0.013017592017884475,rand
0,MC_simulations,1.920141938638801,1.0,0.1506912243932121,+VE
0,MC_simulations,1.920141938638801,1.0,-0.10058319248191468,-VE
0,full_mf,2.5118864315095797,1.0,0.2881274388564944,+VE
0,full_mf,2.5118864315095797,1.0,-0.23907444110230472,-VE
0,block_mf,2.5118864315095797,1.0,0.011371003699981922,rand
0,block_mf,2.5118864315095797,1.0,0.01139902350842868,rand
0,block_mf,2.5118864315095797,1.0,0.01137014550891452,rand
0,block_mf,2.5118864315095797,1.0,0.011393775526117061,rand
0,block_mf,2.5118864315095797,1.0,0.011396329360163177,rand
0,block_mf,2.5118864315095797,1.0,0.011368688361273718,rand
0,block_mf,2.5118864315095797,1.0,0.011368640491734106,rand
0,block_mf,2.5118864315095797,1.0,0.011393635950171881,rand
0,block_mf,2.5118864315095797,1.0,0.011397596181487954,rand
0,block_mf,2.5118864315095797,1.0,0.011395148537687999,rand
0,block_mf,2.5118864315095797,1.0,0.011367447780177627,rand
0,block_mf,2.5118864315095797,1.0,0.011370605392345265,rand
0,block_mf,2.5118864315095797,1.0,0.011368610505188127,rand
0,block_mf,2.5118864315095797,1.0,0.011397411697853072,rand
0,block_mf,2.5118864315095797,1.0,0.011372388575375265,rand
0,block_mf,2.5118864315095797,1.0,0.011395152634352278,rand
0,block_mf,2.5118864315095797,1.0,0.01137225707034352,rand
0,block_mf,2.5118864315095797,1.0,0.011395657238725168,rand
0,block_mf,2.5118864315095797,1.0,0.01139667404345239,rand
0,block_mf,2.5118864315095797,1.0,0.0113963889541929,rand
0,block_mf,2.5118864315095797,1.0,0.011395539496901554,rand
0,block_mf,2.5118864315095797,1.0,0.011395086369633793,rand
0,block_mf,2.5118864315095797,1.0,0.011367009175151372,rand
0,block_mf,2.5118864315095797,1.0,0.01139370070736917,rand
0,block_mf,2.5118864315095797,1.0,0.011395222623286069,rand
0,block_mf,2.5118864315095797,1.0,0.011397018810262277,rand
0,block_mf,2.5118864315095797,1.0,0.011359381372202357,rand
0,block_mf,2.5118864315095797,1.0,0.011398549561623004,rand
0,block_mf,2.5118864315095797,1.0,0.011399055059305835,rand
0,block_mf,2.5118864315095797,1.0,0.01139565110862355,rand
0,block_mf,2.5118864315095797,1.0,0.011368917361182061,rand
0,block_mf,2.5118864315095797,1.0,0.01139544457476435,rand
0,block_mf,2.5118864315095797,1.0,0.011369433720906284,rand
0,block_mf,2.5118864315095797,1.0,0.011368387563506485,rand
0,block_mf,2.5118864315095797,1.0,0.011397480378173582,rand
0,block_mf,2.5118864315095797,1.0,0.011399539511868733,rand
0,block_mf,2.5118864315095797,1.0,0.011369653433360017,rand
0,block_mf,2.5118864315095797,1.0,0.011397426912296773,rand
0,block_mf,2.5118864315095797,1.0,0.011393915314242217,rand
0,block_mf,2.5118864315095797,1.0,0.011367787316518921,rand
0,block_mf,2.5118864315095797,1.0,0.011372215803065105,rand
0,block_mf,2.5118864315095797,1.0,0.011394423517043483,rand
0,block_mf,2.5118864315095797,1.0,0.011370757126014732,rand
0,block_mf,2.5118864315095797,1.0,0.01137190890071086,rand
0,block_mf,2.5118864315095797,1.0,0.011397066960187262,rand
0,block_mf,2.5118864315095797,1.0,-0.053072509710947284,rand
0,block_mf,2.5118864315095797,1.0,0.011369946123178806,rand
0,block_mf,2.5118864315095797,1.0,0.011370330818233146,rand
0,block_mf,2.5118864315095797,1.0,0.01139433369184624,rand
0,block_mf,2.5118864315095797,1.0,0.011393797945022714,rand
0,block_mf,2.5118864315095797,1.0,0.011394682015104482,rand
0,block_mf,2.5118864315095797,1.0,0.011398746407093345,rand
0,block_mf,2.5118864315095797,1.0,0.011397795880185854,rand
0,block_mf,2.5118864315095797,1.0,0.011398067219508425,rand
0,block_mf,2.5118864315095797,1.0,0.011393816289168484,rand
0,block_mf,2.5118864315095797,1.0,0.011399003855604786,rand
0,block_mf,2.5118864315095797,1.0,0.01139636794747712,rand
0,block_mf,2.5118864315095797,1.0,0.011394882864738437,rand
0,block_mf,2.5118864315095797,1.0,0.011395148184888064,rand
0,block_mf,2.5118864315095797,1.0,0.01139438570229079,rand
0,block_mf,2.5118864315095797,1.0,0.011399064490735328,rand
0,block_mf,2.5118864315095797,1.0,0.011398794472869444,rand
0,block_mf,2.5118864315095797,1.0,0.011396310025613083,rand
0,block_mf,2.5118864315095797,1.0,0.01139518461607762,rand
0,block_mf,2.5118864315095797,1.0,0.011396361156380774,rand
0,block_mf,2.5118864315095797,1.0,0.011371335214710683,rand
0,block_mf,2.5118864315095797,1.0,0.011398760017649329,rand
0,block_mf,2.5118864315095797,1.0,0.011371220365212792,rand
0,block_mf,2.5118864315095797,1.0,0.011394907349885302,rand
0,block_mf,2.5118864315095797,1.0,0.01139861286242326,rand
0,block_mf,2.5118864315095797,1.0,0.011398420017129525,rand
0,block_mf,2.5118864315095797,1.0,0.011372423696382077,rand
0,block_mf,2.5118864315095797,1.0,0.01139627876628934,rand
0,block_mf,2.5118864315095797,1.0,0.01139487971823489,rand
0,block_mf,2.5118864315095797,1.0,0.011369090669993621,rand
0,block_mf,2.5118864315095797,1.0,0.011398085887691534,rand
0,block_mf,2.5118864315095797,1.0,0.011399186023710907,rand
0,block_mf,2.5118864315095797,1.0,0.011366940439501405,rand
0,block_mf,2.5118864315095797,1.0,0.01136910297342099,rand
0,block_mf,2.5118864315095797,1.0,0.011398878008407533,rand
0,block_mf,2.5118864315095797,1.0,0.011394919634292804,rand
0,block_mf,2.5118864315095797,1.0,0.011371422990694581,rand
0,block_mf,2.5118864315095797,1.0,0.011398631143464493,rand
0,block_mf,2.5118864315095797,1.0,0.01139809276926705,rand
0,block_mf,2.5118864315095797,1.0,0.011370099440624266,rand
0,block_mf,2.5118864315095797,1.0,0.011398390570743952,rand
0,block_mf,2.5118864315095797,1.0,0.011394753015641409,rand
0,block_mf,2.5118864315095797,1.0,0.011364427253293825,rand
0,block_mf,2.5118864315095797,1.0,0.011396674710873848,rand
0,block_mf,2.5118864315095797,1.0,0.011369496480289185,rand
0,block_mf,2.5118864315095797,1.0,0.011370232401861477,rand
0,block_mf,2.5118864315095797,1.0,0.011393926736552908,rand
0,block_mf,2.5118864315095797,1.0,0.01139942489957117,rand
0,block_mf,2.5118864315095797,1.0,0.011367285971410101,rand
0,block_mf,2.5118864315095797,1.0,0.011398844300320402,rand
0,block_mf,2.5118864315095797,1.0,0.011371833816161381,rand
0,block_mf,2.5118864315095797,1.0,0.011394850465057236,rand
0,block_mf,2.5118864315095797,1.0,0.011393974966738286,rand
0,block_mf,2.5118864315095797,1.0,0.011372221016543161,rand
0,block_mf,2.5118864315095797,1.0,0.011394119934837143,rand
0,MC_simulations,2.5118864315095797,1.0,0.255734135623014,+VE
0,MC_simulations,2.5118864315095797,1.0,-0.20203142451490771,-VE
0,full_mf,3.285993247600654,1.0,0.4014082990640008,+VE
0,full_mf,3.285993247600654,1.0,-0.34086177656201594,-VE
0,block_mf,3.285993247600654,1.0,-0.07574035391465682,rand
0,block_mf,3.285993247600654,1.0,-0.07584827202177452,rand
0,block_mf,3.285993247600654,1.0,-0.07573927119654661,rand
0,block_mf,3.285993247600654,1.0,-0.07573665847784498,rand
0,block_mf,3.285993247600654,1.0,-0.0757365307417023,rand
0,block_mf,3.285993247600654,1.0,-0.07573970257703003,rand
0,block_mf,3.285993247600654,1.0,-0.07585457112832127,rand
0,block_mf,3.285993247600654,1.0,-0.0757363875361899,rand
0,block_mf,3.285993247600654,1.0,-0.0757399670008777,rand
0,block_mf,3.285993247600654,1.0,-0.07573897658866154,rand
0,block_mf,3.285993247600654,1.0,-0.07573646623064163,rand
0,block_mf,3.285993247600654,1.0,-0.07573654907388684,rand
0,block_mf,3.285993247600654,1.0,-0.07574175554508308,rand
0,block_mf,3.285993247600654,1.0,-0.07585067585140737,rand
0,block_mf,3.285993247600654,1.0,-0.0757415020559854,rand
0,block_mf,3.285993247600654,1.0,-0.07573772554071968,rand
0,block_mf,3.285993247600654,1.0,-0.0757435947242617,rand
0,block_mf,3.285993247600654,1.0,-0.07574108746037882,rand
0,block_mf,3.285993247600654,1.0,-0.07573748456304068,rand
0,block_mf,3.285993247600654,1.0,-0.07573620077964337,rand
0,block_mf,3.285993247600654,1.0,-0.07574249542380669,rand
0,block_mf,3.285993247600654,1.0,-0.07585220725910713,rand
0,block_mf,3.285993247600654,1.0,-0.075737562221636,rand
0,block_mf,3.285993247600654,1.0,-0.0757436942600123,rand
0,block_mf,3.285993247600654,1.0,-0.07573911796381681,rand
0,block_mf,3.285993247600654,1.0,-0.0757409432240824,rand
0,block_mf,3.285993247600654,1.0,-0.07573753898511287,rand
0,block_mf,3.285993247600654,1.0,-0.07573662656533878,rand
0,block_mf,3.285993247600654,1.0,-0.07574291011242336,rand
0,block_mf,3.285993247600654,1.0,-0.07573576631424485,rand
0,block_mf,3.285993247600654,1.0,-0.0757414606304456,rand
0,block_mf,3.285993247600654,1.0,-0.07585167978756824,rand
0,block_mf,3.285993247600654,1.0,-0.07574108201338298,rand
0,block_mf,3.285993247600654,1.0,-0.07574259391401471,rand
0,block_mf,3.285993247600654,1.0,-0.0757391724148413,rand
0,block_mf,3.285993247600654,1.0,-0.07585013080620553,rand
0,block_mf,3.285993247600654,1.0,-0.07574154946962719,rand
0,block_mf,3.285993247600654,1.0,-0.07574261754733051,rand
0,block_mf,3.285993247600654,1.0,-0.07573558671916449,rand
0,block_mf,3.285993247600654,1.0,-0.07585069433435222,rand
0,block_mf,3.285993247600654,1.0,-0.07585263220331426,rand
0,block_mf,3.285993247600654,1.0,-0.07573870755601012,rand
0,block_mf,3.285993247600654,1.0,-0.07574347704370415,rand
0,block_mf,3.285993247600654,1.0,-0.07573791973941804,rand
0,block_mf,3.285993247600654,1.0,-0.07574153510347888,rand
0,block_mf,3.285993247600654,1.0,-0.07574063483286037,rand
0,block_mf,3.285993247600654,1.0,-0.07573929090212483,rand
0,block_mf,3.285993247600654,1.0,-0.0757410988431112,rand
0,block_mf,3.285993247600654,1.0,-0.0758525015809438,rand
0,block_mf,3.285993247600654,1.0,-0.07573657178077424,rand
0,block_mf,3.285993247600654,1.0,-0.07573528032749119,rand
0,block_mf,3.285993247600654,1.0,-0.07573575574223809,rand
0,block_mf,3.285993247600654,1.0,-0.07584992774687091,rand
0,block_mf,3.285993247600654,1.0,-0.07573613748321846,rand
0,block_mf,3.285993247600654,1.0,-0.07574034679989407,rand
0,block_mf,3.285993247600654,1.0,-0.07573847112405448,rand
0,block_mf,3.285993247600654,1.0,-0.07585601343727315,rand
0,block_mf,3.285993247600654,1.0,-0.07585540579227802,rand
0,block_mf,3.285993247600654,1.0,-0.07573881993001294,rand
0,block_mf,3.285993247600654,1.0,-0.07574156569834292,rand
0,block_mf,3.285993247600654,1.0,-0.07585163251172118,rand
0,block_mf,3.285993247600654,1.0,-0.07574041492423786,rand
0,block_mf,3.285993247600654,1.0,-0.07585172610107709,rand
0,block_mf,3.285993247600654,1.0,-0.07573639964239313,rand
0,block_mf,3.285993247600654,1.0,-0.07585022463089872,rand
0,block_mf,3.285993247600654,1.0,-0.07573978050734073,rand
0,block_mf,3.285993247600654,1.0,-0.07573928614897195,rand
0,block_mf,3.285993247600654,1.0,-0.07573959156215519,rand
0,block_mf,3.285993247600654,1.0,-0.07573923179982636,rand
0,block_mf,3.285993247600654,1.0,-0.07574257204809812,rand
0,block_mf,3.285993247600654,1.0,-0.07585373934606245,rand
0,block_mf,3.285993247600654,1.0,-0.07574367847150293,rand
0,block_mf,3.285993247600654,1.0,-0.07574043650372995,rand
0,block_mf,3.285993247600654,1.0,-0.07574171877864283,rand
0,block_mf,3.285993247600654,1.0,-0.075738517627994,rand
0,block_mf,3.285993247600654,1.0,-0.07573568622248769,rand
0,block_mf,3.285993247600654,1.0,-0.07573813739188687,rand
0,block_mf,3.285993247600654,1.0,-0.0757428125263548,rand
0,block_mf,3.285993247600654,1.0,-0.07574134157696606,rand
0,block_mf,3.285993247600654,1.0,-0.0758503323306351,rand
0,block_mf,3.285993247600654,1.0,-0.07585346957742171,rand
0,block_mf,3.285993247600654,1.0,-0.07573741538873928,rand
0,block_mf,3.285993247600654,1.0,-0.07574227897071356,rand
0,block_mf,3.285993247600654,1.0,-0.07585029780558745,rand
0,block_mf,3.285993247600654,1.0,-0.07574381372333056,rand
0,block_mf,3.285993247600654,1.0,-0.07573918534800507,rand
0,block_mf,3.285993247600654,1.0,-0.07574255722963026,rand
0,block_mf,3.285993247600654,1.0,-0.07573996653897039,rand
0,block_mf,3.285993247600654,1.0,-0.0757366937640284,rand
0,block_mf,3.285993247600654,1.0,-0.07573967753574264,rand
0,block_mf,3.285993247600654,1.0,-0.0757430060857817,rand
0,block_mf,3.285993247600654,1.0,-0.07574159651026696,rand
0,block_mf,3.285993247600654,1.0,-0.07574054680024438,rand
0,block_mf,3.285993247600654,1.0,-0.07574233119882176,rand
0,block_mf,3.285993247600654,1.0,-0.07574220226303308,rand
0,block_mf,3.285993247600654,1.0,-0.07574243499185397,rand
0,block_mf,3.285993247600654,1.0,-0.07573660612371919,rand
0,block_mf,3.285993247600654,1.0,-0.07574066350378703,rand
0,block_mf,3.285993247600654,1.0,-0.07573907345519676,rand
0,block_mf,3.285993247600654,1.0,-0.0757365871127132,rand
0,MC_simulations,3.285993247600654,1.0,0.3684851463727943,+VE
0,MC_simulations,3.285993247600654,1.0,-0.30177520113582584,-VE
0,full_mf,4.298662347082274,1.0,0.5140239679428305,+VE
0,full_mf,4.298662347082274,1.0,-0.44149229774647447,-VE
0,block_mf,4.298662347082274,1.0,0.649160170909257,rand
0,block_mf,4.298662347082274,1.0,0.6491625498946135,rand
0,block_mf,4.298662347082274,1.0,0.6491614967409854,rand
0,block_mf,4.298662347082274,1.0,-0.5346521370284569,rand
0,block_mf,4.298662347082274,1.0,-0.5346504984599352,rand
0,block_mf,4.298662347082274,1.0,-0.5346502542736037,rand
0,block_mf,4.298662347082274,1.0,-0.5346486392836989,rand
0,block_mf,4.298662347082274,1.0,-0.5346522304169768,rand
0,block_mf,4.298662347082274,1.0,-0.5346490539402189,rand
0,block_mf,4.298662347082274,1.0,-0.5346519195313885,rand
0,block_mf,4.298662347082274,1.0,-0.5346467902237881,rand
0,block_mf,4.298662347082274,1.0,0.6491611112330206,rand
0,block_mf,4.298662347082274,1.0,-0.534646189876475,rand
0,block_mf,4.298662347082274,1.0,-0.5346457743243898,rand
0,block_mf,4.298662347082274,1.0,0.6491596948714221,rand
0,block_mf,4.298662347082274,1.0,0.6491612726454007,rand
0,block_mf,4.298662347082274,1.0,-0.5346519109680787,rand
0,block_mf,4.298662347082274,1.0,-0.5346456916965977,rand
0,block_mf,4.298662347082274,1.0,0.6491589127874038,rand
0,block_mf,4.298662347082274,1.0,0.6491607279285927,rand
0,block_mf,4.298662347082274,1.0,-0.534651467518419,rand
0,block_mf,4.298662347082274,1.0,-0.5346476688621437,rand
0,block_mf,4.298662347082274,1.0,-0.5346516727989805,rand
0,block_mf,4.298662347082274,1.0,0.6491615148946659,rand
0,block_mf,4.298662347082274,1.0,-0.5346471734658399,rand
0,block_mf,4.298662347082274,1.0,-0.5346513470243193,rand
0,block_mf,4.298662347082274,1.0,0.6491612166274895,rand
0,block_mf,4.298662347082274,1.0,-0.5346486790226658,rand
0,block_mf,4.298662347082274,1.0,-0.5346497930061677,rand
0,block_mf,4.298662347082274,1.0,0.6491623039183391,rand
0,block_mf,4.298662347082274,1.0,-0.5346489195989935,rand
0,block_mf,4.298662347082274,1.0,-0.5346456236255042,rand
0,block_mf,4.298662347082274,1.0,-0.5346503585412337,rand
0,block_mf,4.298662347082274,1.0,-0.534647591809366,rand
0,block_mf,4.298662347082274,1.0,-0.5346456142621356,rand
0,block_mf,4.298662347082274,1.0,-0.5346486159816486,rand
0,block_mf,4.298662347082274,1.0,0.6491599879739028,rand
0,block_mf,4.298662347082274,1.0,-0.5346474222765184,rand
0,block_mf,4.298662347082274,1.0,-0.5346469876531882,rand
0,block_mf,4.298662347082274,1.0,0.6491618433541964,rand
0,block_mf,4.298662347082274,1.0,-0.5346507107725409,rand
0,block_mf,4.298662347082274,1.0,-0.5346507037768845,rand
0,block_mf,4.298662347082274,1.0,0.6491592373275514,rand
0,block_mf,4.298662347082274,1.0,-0.5346485060736107,rand
0,block_mf,4.298662347082274,1.0,-0.534651357511693,rand
0,block_mf,4.298662347082274,1.0,-0.5346488908748245,rand
0,block_mf,4.298662347082274,1.0,0.6491589366153114,rand
0,block_mf,4.298662347082274,1.0,-0.5346504639847027,rand
0,block_mf,4.298662347082274,1.0,-0.5346493847245376,rand
0,block_mf,4.298662347082274,1.0,-0.5346480912461979,rand
0,block_mf,4.298662347082274,1.0,0.6491604425950308,rand
0,block_mf,4.298662347082274,1.0,-0.5346496992092319,rand
0,block_mf,4.298662347082274,1.0,-0.5346503714839526,rand
0,block_mf,4.298662347082274,1.0,-0.5346484076247302,rand
0,block_mf,4.298662347082274,1.0,0.6491605173584978,rand
0,block_mf,4.298662347082274,1.0,0.64916215099851,rand
0,block_mf,4.298662347082274,1.0,0.649159271629818,rand
0,block_mf,4.298662347082274,1.0,0.6491620762198489,rand
0,block_mf,4.298662347082274,1.0,-0.53464561197221,rand
0,block_mf,4.298662347082274,1.0,-0.5346495823296258,rand
0,block_mf,4.298662347082274,1.0,-0.5346504528530222,rand
0,block_mf,4.298662347082274,1.0,-0.5346508761492127,rand
0,block_mf,4.298662347082274,1.0,0.6491595102989328,rand
0,block_mf,4.298662347082274,1.0,-0.5346516069558377,rand
0,block_mf,4.298662347082274,1.0,-0.5346502657950483,rand
0,block_mf,4.298662347082274,1.0,0.6491607967499208,rand
0,block_mf,4.298662347082274,1.0,-0.5346487463818614,rand
0,block_mf,4.298662347082274,1.0,0.6491592328806822,rand
0,block_mf,4.298662347082274,1.0,-0.5346498291612807,rand
0,block_mf,4.298662347082274,1.0,0.649163055067804,rand
0,block_mf,4.298662347082274,1.0,-0.5346513107675903,rand
0,block_mf,4.298662347082274,1.0,-0.5346519059919497,rand
0,block_mf,4.298662347082274,1.0,0.6491606146211737,rand
0,block_mf,4.298662347082274,1.0,-0.5346518664565286,rand
0,block_mf,4.298662347082274,1.0,0.6491623300082623,rand
0,block_mf,4.298662347082274,1.0,-0.5346482249417939,rand
0,block_mf,4.298662347082274,1.0,-0.5346504036479255,rand
0,block_mf,4.298662347082274,1.0,-0.5346506434017246,rand
0,block_mf,4.298662347082274,1.0,0.6491595606284135,rand
0,block_mf,4.298662347082274,1.0,-0.5346462961758238,rand
0,block_mf,4.298662347082274,1.0,-0.5346453912633756,rand
0,block_mf,4.298662347082274,1.0,-0.534646199172066,rand
0,block_mf,4.298662347082274,1.0,-0.5346486025098484,rand
0,block_mf,4.298662347082274,1.0,-0.5346460940261293,rand
0,block_mf,4.298662347082274,1.0,-0.5346519816704578,rand
0,block_mf,4.298662347082274,1.0,-0.5346489605409878,rand
0,block_mf,4.298662347082274,1.0,-0.5346512879170336,rand
0,block_mf,4.298662347082274,1.0,0.6491584649164264,rand
0,block_mf,4.298662347082274,1.0,0.6491624741496046,rand
0,block_mf,4.298662347082274,1.0,0.6491627010852542,rand
0,block_mf,4.298662347082274,1.0,-0.5346502668379866,rand
0,block_mf,4.298662347082274,1.0,-0.5346459514965083,rand
0,block_mf,4.298662347082274,1.0,0.6491600960443258,rand
0,block_mf,4.298662347082274,1.0,-0.5346460026044236,rand
0,block_mf,4.298662347082274,1.0,-0.5346479484850811,rand
0,block_mf,4.298662347082274,1.0,-0.5346487121799495,rand
0,block_mf,4.298662347082274,1.0,0.6491623530175051,rand
0,block_mf,4.298662347082274,1.0,0.649160255138464,rand
0,block_mf,4.298662347082274,1.0,-0.5346483149733205,rand
0,block_mf,4.298662347082274,1.0,-0.5346522650114047,rand
0,MC_simulations,4.298662347082274,1.0,0.4847113176931918,+VE
0,MC_simulations,4.298662347082274,1.0,-0.40222544790751136,-VE
0,full_mf,5.623413251903488,1.0,0.6212950442283353,+VE
0,full_mf,5.623413251903488,1.0,-0.537196409685197,-VE
0,block_mf,5.623413251903488,1.0,0.8674634367015369,rand
0,block_mf,5.623413251903488,1.0,-0.782235425239533,rand
0,block_mf,5.623413251903488,1.0,0.8674635827278913,rand
0,block_mf,5.623413251903488,1.0,0.8674645139630403,rand
0,block_mf,5.623413251903488,1.0,0.8674643272972956,rand
0,block_mf,5.623413251903488,1.0,0.8674648119441694,rand
0,block_mf,5.623413251903488,1.0,-0.7822359664661156,rand
0,block_mf,5.623413251903488,1.0,-0.7822350265495761,rand
0,block_mf,5.623413251903488,1.0,-0.7822356939683377,rand
0,block_mf,5.623413251903488,1.0,-0.7822358496538054,rand
0,block_mf,5.623413251903488,1.0,-0.7822336673095613,rand
0,block_mf,5.623413251903488,1.0,-0.7822370318180387,rand
0,block_mf,5.623413251903488,1.0,-0.7822373342691169,rand
0,block_mf,5.623413251903488,1.0,0.8674643689968892,rand
0,block_mf,5.623413251903488,1.0,-0.7822360449413649,rand
0,block_mf,5.623413251903488,1.0,-0.7822339547715511,rand
0,block_mf,5.623413251903488,1.0,-0.7822339939837455,rand
0,block_mf,5.623413251903488,1.0,-0.7822335575809978,rand
0,block_mf,5.623413251903488,1.0,-0.7822345827148974,rand
0,block_mf,5.623413251903488,1.0,-0.7822374037907643,rand
0,block_mf,5.623413251903488,1.0,0.867464032682211,rand
0,block_mf,5.623413251903488,1.0,-0.7822320530006062,rand
0,block_mf,5.623413251903488,1.0,0.8674645442658306,rand
0,block_mf,5.623413251903488,1.0,0.8674640809617271,rand
0,block_mf,5.623413251903488,1.0,-0.7822353795816558,rand
0,block_mf,5.623413251903488,1.0,-0.7822339851628425,rand
0,block_mf,5.623413251903488,1.0,0.8674646922173243,rand
0,block_mf,5.623413251903488,1.0,-0.7822337966176263,rand
0,block_mf,5.623413251903488,1.0,0.8674647388276351,rand
0,block_mf,5.623413251903488,1.0,-0.7822344766625879,rand
0,block_mf,5.623413251903488,1.0,0.8674644305958948,rand
0,block_mf,5.623413251903488,1.0,-0.7822366103490741,rand
0,block_mf,5.623413251903488,1.0,-0.782233461678277,rand
0,block_mf,5.623413251903488,1.0,-0.7822331666385968,rand
0,block_mf,5.623413251903488,1.0,-0.7822348615576924,rand
0,block_mf,5.623413251903488,1.0,-0.7822345807438792,rand
0,block_mf,5.623413251903488,1.0,0.8674644887066687,rand
0,block_mf,5.623413251903488,1.0,-0.7822335622833844,rand
0,block_mf,5.623413251903488,1.0,0.8674646196191685,rand
0,block_mf,5.623413251903488,1.0,0.8674642425080625,rand
0,block_mf,5.623413251903488,1.0,0.8674641294480036,rand
0,block_mf,5.623413251903488,1.0,-0.7822357903502081,rand
0,block_mf,5.623413251903488,1.0,0.8674648209805976,rand
0,block_mf,5.623413251903488,1.0,-0.7822363174193019,rand
0,block_mf,5.623413251903488,1.0,0.86746478126173,rand
0,block_mf,5.623413251903488,1.0,-0.7822357554571254,rand
